,id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob,words
116,117,45454,439.34,444.34, So we get 15 tangent squared theta.,"[51074, 407, 321, 483, 2119, 27747, 8889, 9725, 13, 51324]",0.0,-0.08762861684997483,1.7053140096618358,0.00016233939095400274,
117,118,45454,444.34,449.03999999999996, So that is actually what the denominator of our integral,"[51324, 407, 300, 307, 767, 437, 264, 20687, 295, 527, 11573, 51559]",0.0,-0.08762861684997483,1.7053140096618358,0.00016233939095400274,
118,119,45454,449.03999999999996,450.64, is going to be over there.,"[51559, 307, 516, 281, 312, 670, 456, 13, 51639]",0.0,-0.08762861684997483,1.7053140096618358,0.00016233939095400274,
119,120,45454,450.64,454.53999999999996, So I'm going to come in and put that part.,"[51639, 407, 286, 478, 516, 281, 808, 294, 293, 829, 300, 644, 13, 51834]",0.0,-0.08762861684997483,1.7053140096618358,0.00016233939095400274,
120,121,48344,454.54,457.24," Actually, let me even put this here too.","[50364, 5135, 11, 718, 385, 754, 829, 341, 510, 886, 13, 50499]",0.0,-0.14312308670109153,1.6359832635983265,0.0005233304691500962,
121,122,48344,457.24,466.24, So right now our denominator is tangent 15 tangent squared theta.,"[50499, 407, 558, 586, 527, 20687, 307, 27747, 2119, 27747, 8889, 9725, 13, 50949]",0.0,-0.14312308670109153,1.6359832635983265,0.0005233304691500962,
122,123,48344,466.24,467.94," So far, so good.","[50949, 407, 1400, 11, 370, 665, 13, 51034]",0.0,-0.14312308670109153,1.6359832635983265,0.0005233304691500962,
123,124,48344,467.94,470.64000000000004," But of course, if I put a dx up here, I'm in trouble","[51034, 583, 295, 1164, 11, 498, 286, 829, 257, 30017, 493, 510, 11, 286, 478, 294, 5253, 51169]",0.0,-0.14312308670109153,1.6359832635983265,0.0005233304691500962,
124,125,48344,470.64000000000004,473.34000000000003," because I have, it's a function of theta now.","[51169, 570, 286, 362, 11, 309, 311, 257, 2445, 295, 9725, 586, 13, 51304]",0.0,-0.14312308670109153,1.6359832635983265,0.0005233304691500962,
125,126,48344,473.34000000000003,476.54," So I need to write this, I shouldn't write in terms of x.","[51304, 407, 286, 643, 281, 2464, 341, 11, 286, 4659, 380, 2464, 294, 2115, 295, 2031, 13, 51464]",0.0,-0.14312308670109153,1.6359832635983265,0.0005233304691500962,
126,127,48344,476.54,478.94, I need to figure out what it is in terms of theta.,"[51464, 286, 643, 281, 2573, 484, 437, 309, 307, 294, 2115, 295, 9725, 13, 51584]",0.0,-0.14312308670109153,1.6359832635983265,0.0005233304691500962,
127,128,48344,478.94,483.44," And to do that, we again use the substitution that we made,","[51584, 400, 281, 360, 300, 11, 321, 797, 764, 264, 35827, 300, 321, 1027, 11, 51809]",0.0,-0.14312308670109153,1.6359832635983265,0.0005233304691500962,
128,129,51014,483.44,485.74, which is just above the start expression.,"[50364, 597, 307, 445, 3673, 264, 722, 6114, 13, 50479]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
129,130,51014,485.74,490.74, It was that x minus 4 equals square root 15 secant theta.,"[50479, 467, 390, 300, 2031, 3175, 1017, 6915, 3732, 5593, 2119, 907, 394, 9725, 13, 50729]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
130,131,51014,490.74,496.04, This is going to allow us to find what d theta is in terms of dx.,"[50729, 639, 307, 516, 281, 2089, 505, 281, 915, 437, 274, 9725, 307, 294, 2115, 295, 30017, 13, 50994]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
131,132,51014,496.04,499.54," OK, so let's do that.","[50994, 2264, 11, 370, 718, 311, 360, 300, 13, 51169]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
132,133,51014,499.54,500.74, So I'm not done by the way.,"[51169, 407, 286, 478, 406, 1096, 538, 264, 636, 13, 51229]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
133,134,51014,500.74,501.74, Over here I'm not done.,"[51229, 4886, 510, 286, 478, 406, 1096, 13, 51279]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
134,135,51014,501.74,503.14, I've got a little gap.,"[51279, 286, 600, 658, 257, 707, 7417, 13, 51349]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
135,136,51014,503.14,505.54, I've got to fill in in the numerator.,"[51349, 286, 600, 658, 281, 2836, 294, 294, 264, 30380, 13, 51469]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
136,137,51014,505.54,507.54, So let's come back over here.,"[51469, 407, 718, 311, 808, 646, 670, 510, 13, 51569]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
137,138,51014,507.54,510.14, So now we have x minus 4.,"[51569, 407, 586, 321, 362, 2031, 3175, 1017, 13, 51699]",0.0,-0.12174944503832671,1.5682819383259912,0.0004235742089804262,
138,139,53814,510.24,511.74, Let me just write that one more time.,"[50369, 961, 385, 445, 2464, 300, 472, 544, 565, 13, 50444]",0.0,-0.09980091044777319,1.5528846153846154,0.00013534093159250915,
139,140,53814,516.54,520.34, So we get dx is equal to square root of 15.,"[50684, 407, 321, 483, 30017, 307, 2681, 281, 3732, 5593, 295, 2119, 13, 50874]",0.0,-0.09980091044777319,1.5528846153846154,0.00013534093159250915,
140,141,53814,520.34,522.64," Well, what's the derivative of secant theta?","[50874, 1042, 11, 437, 311, 264, 13760, 295, 907, 394, 9725, 30, 50989]",0.0,-0.09980091044777319,1.5528846153846154,0.00013534093159250915,
141,142,53814,522.64,529.24," It's secant theta, tangent theta, d theta.","[50989, 467, 311, 907, 394, 9725, 11, 27747, 9725, 11, 274, 9725, 13, 51319]",0.0,-0.09980091044777319,1.5528846153846154,0.00013534093159250915,
142,143,53814,529.24,531.54, So now I have all the pieces I need.,"[51319, 407, 586, 286, 362, 439, 264, 3755, 286, 643, 13, 51434]",0.0,-0.09980091044777319,1.5528846153846154,0.00013534093159250915,
143,144,53814,531.54,534.9399999999999, And I'm actually going to rewrite the whole thing over here,"[51434, 400, 286, 478, 767, 516, 281, 28132, 264, 1379, 551, 670, 510, 51604]",0.0,-0.09980091044777319,1.5528846153846154,0.00013534093159250915,
144,145,53814,534.9399999999999,538.14, underneath so that I can work with it a little bit more.,"[51604, 7223, 370, 300, 286, 393, 589, 365, 309, 257, 707, 857, 544, 13, 51764]",0.0,-0.09980091044777319,1.5528846153846154,0.00013534093159250915,
145,146,56464,538.14,545.64," So the dx is in the numerator, square root 15 secant theta, tan","[50364, 407, 264, 30017, 307, 294, 264, 30380, 11, 3732, 5593, 2119, 907, 394, 9725, 11, 7603, 50739]",0.0,-0.13111802580810727,1.5081967213114753,8.539509508409537e-06,
146,147,56464,545.64,553.84," theta, d theta, all over 15 tan square root theta.","[50739, 9725, 11, 274, 9725, 11, 439, 670, 2119, 7603, 3732, 5593, 9725, 13, 51149]",0.0,-0.13111802580810727,1.5081967213114753,8.539509508409537e-06,
147,148,56464,553.84,555.4399999999999," Now this might still look a little messy,","[51149, 823, 341, 1062, 920, 574, 257, 707, 16191, 11, 51229]",0.0,-0.13111802580810727,1.5081967213114753,8.539509508409537e-06,
148,149,56464,555.4399999999999,558.64, but we can simplify it some more.,"[51229, 457, 321, 393, 20460, 309, 512, 544, 13, 51389]",0.0,-0.13111802580810727,1.5081967213114753,8.539509508409537e-06,
149,150,56464,558.64,560.9399999999999, We divide out by one tangent.,"[51389, 492, 9845, 484, 538, 472, 27747, 13, 51504]",0.0,-0.13111802580810727,1.5081967213114753,8.539509508409537e-06,
150,151,56464,560.9399999999999,562.9399999999999, We'll pull this out in front.,"[51504, 492, 603, 2235, 341, 484, 294, 1868, 13, 51604]",0.0,-0.13111802580810727,1.5081967213114753,8.539509508409537e-06,
151,152,56464,562.9399999999999,564.64, And notice what's secant.,"[51604, 400, 3449, 437, 311, 907, 394, 13, 51689]",0.0,-0.13111802580810727,1.5081967213114753,8.539509508409537e-06,
152,153,58974,564.64,568.14, Secant theta is 1 over cosine theta.,"[50364, 3306, 394, 9725, 307, 502, 670, 23565, 9725, 13, 50539]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
153,154,58974,568.14,570.74, And tangent theta is sine theta over cosine theta.,"[50539, 400, 27747, 9725, 307, 18609, 9725, 670, 23565, 9725, 13, 50669]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
154,155,58974,570.74,572.54, So let's write that down.,"[50669, 407, 718, 311, 2464, 300, 760, 13, 50759]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
155,156,58974,572.54,576.54, So this becomes square root 15 over 15.,"[50759, 407, 341, 3643, 3732, 5593, 2119, 670, 2119, 13, 50959]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
156,157,58974,576.54,578.84, We'll just leave it out there.,"[50959, 492, 603, 445, 1856, 309, 484, 456, 13, 51074]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
157,158,58974,578.84,581.14, It's not hurting anyone.,"[51074, 467, 311, 406, 17744, 2878, 13, 51189]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
158,159,58974,581.14,585.74," So we get a 1 over cosine theta times, well, tangent theta.","[51189, 407, 321, 483, 257, 502, 670, 23565, 9725, 1413, 11, 731, 11, 27747, 9725, 13, 51419]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
159,160,58974,585.74,587.84, 1 over tangent theta is cotangent theta.,"[51419, 502, 670, 27747, 9725, 307, 26529, 656, 317, 9725, 13, 51524]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
160,161,58974,587.84,589.74," Also, there's another way to think about it.","[51524, 2743, 11, 456, 311, 1071, 636, 281, 519, 466, 309, 13, 51619]",0.0,-0.10586764642170497,1.8783068783068784,0.0002906284644268453,
161,162,61814,589.74,596.84, So it's cosine theta over sine theta d theta.,"[50364, 407, 309, 311, 23565, 9725, 670, 18609, 9725, 274, 9725, 13, 50719]",0.0,-0.14214364730793497,1.7644444444444445,9.01756648090668e-05,
162,163,61814,596.84,598.24, So these divide out.,"[50719, 407, 613, 9845, 484, 13, 50789]",0.0,-0.14214364730793497,1.7644444444444445,9.01756648090668e-05,
163,164,61814,598.24,601.24," And I'm left with, I'm taking now an antiderivative of 1","[50789, 400, 286, 478, 1411, 365, 11, 286, 478, 1940, 586, 364, 2511, 1438, 592, 1166, 295, 502, 50939]",0.0,-0.14214364730793497,1.7644444444444445,9.01756648090668e-05,
164,165,61814,601.24,605.04," over sine theta, which is cosecant theta.","[50939, 670, 18609, 9725, 11, 597, 307, 30261, 66, 394, 9725, 13, 51129]",0.0,-0.14214364730793497,1.7644444444444445,9.01756648090668e-05,
165,166,61814,605.04,608.04, So I have to find an antiderivative of cosecant theta.,"[51129, 407, 286, 362, 281, 915, 364, 2511, 1438, 592, 1166, 295, 30261, 66, 394, 9725, 13, 51279]",0.0,-0.14214364730793497,1.7644444444444445,9.01756648090668e-05,
166,167,61814,608.04,611.04," Well, you can find that with the exact same strategy you","[51279, 1042, 11, 291, 393, 915, 300, 365, 264, 1900, 912, 5206, 291, 51429]",0.0,-0.14214364730793497,1.7644444444444445,9.01756648090668e-05,
167,168,61814,611.04,615.24," found, or I should say that Professor Jerison used in class,","[51429, 1352, 11, 420, 286, 820, 584, 300, 8419, 8139, 2770, 1143, 294, 1508, 11, 51639]",0.0,-0.14214364730793497,1.7644444444444445,9.01756648090668e-05,
168,169,61814,615.24,618.14," or maybe it was actually Professor Miller in that lecture,","[51639, 420, 1310, 309, 390, 767, 8419, 16932, 294, 300, 7991, 11, 51784]",0.0,-0.14214364730793497,1.7644444444444445,9.01756648090668e-05,
169,170,64694,618.24,622.04, to find an antiderivative of secant theta.,"[50369, 281, 915, 364, 2511, 1438, 592, 1166, 295, 907, 394, 9725, 13, 50559]",0.0,-0.10629473832146875,1.8944954128440368,0.00018557933799456805,
170,171,64694,622.04,624.34," So you can do the same kind of thing with cosecant theta,","[50559, 407, 291, 393, 360, 264, 912, 733, 295, 551, 365, 30261, 66, 394, 9725, 11, 50674]",0.0,-0.10629473832146875,1.8944954128440368,0.00018557933799456805,
171,172,64694,624.34,626.14, because they have the same kind of derivatives.,"[50674, 570, 436, 362, 264, 912, 733, 295, 33733, 13, 50764]",0.0,-0.10629473832146875,1.8944954128440368,0.00018557933799456805,
172,173,64694,626.14,629.74, Cosecant and cotangent have very similar-looking derivatives,"[50764, 383, 541, 66, 394, 293, 26529, 656, 317, 362, 588, 2531, 12, 16129, 33733, 50944]",0.0,-0.10629473832146875,1.8944954128440368,0.00018557933799456805,
173,174,64694,629.74,633.24," to tangent and secant, the same kinds of relationships.","[50944, 281, 27747, 293, 907, 394, 11, 264, 912, 3685, 295, 6159, 13, 51119]",0.0,-0.10629473832146875,1.8944954128440368,0.00018557933799456805,
174,175,64694,633.24,635.34, So you can actually find that antiderivative.,"[51119, 407, 291, 393, 767, 915, 300, 2511, 1438, 592, 1166, 13, 51224]",0.0,-0.10629473832146875,1.8944954128440368,0.00018557933799456805,
175,176,64694,635.34,637.34, So this is some constant we don't care about.,"[51224, 407, 341, 307, 512, 5754, 321, 500, 380, 1127, 466, 13, 51324]",0.0,-0.10629473832146875,1.8944954128440368,0.00018557933799456805,
176,177,64694,643.34,646.9399999999999," And once you find that, this will be in terms of theta.","[51624, 400, 1564, 291, 915, 300, 11, 341, 486, 312, 294, 2115, 295, 9725, 13, 51804]",0.0,-0.10629473832146875,1.8944954128440368,0.00018557933799456805,
177,178,67654,646.94,649.5400000000001, Your final answer needs to be in terms of x.,"[50364, 2260, 2572, 1867, 2203, 281, 312, 294, 2115, 295, 2031, 13, 50494]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
178,179,67654,649.5400000000001,651.84," But you saw how to do that, actually.","[50494, 583, 291, 1866, 577, 281, 360, 300, 11, 767, 13, 50609]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
179,180,67654,651.84,654.1400000000001, You just need to make a triangle that,"[50609, 509, 445, 643, 281, 652, 257, 13369, 300, 50724]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
180,181,67654,654.1400000000001,658.84, represents the relationship between x and theta.,"[50724, 8855, 264, 2480, 1296, 2031, 293, 9725, 13, 50959]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
181,182,67654,658.84,660.94, So I'll draw a picture of that triangle.,"[50959, 407, 286, 603, 2642, 257, 3036, 295, 300, 13369, 13, 51064]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
182,183,67654,660.94,662.84," Then I'll give a little summary of what we did,","[51064, 1396, 286, 603, 976, 257, 707, 12691, 295, 437, 321, 630, 11, 51159]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
183,184,67654,662.84,664.34, and then we'll stop.,"[51159, 293, 550, 321, 603, 1590, 13, 51234]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
184,185,67654,664.34,666.24, So let me draw a picture of that triangle.,"[51234, 407, 718, 385, 2642, 257, 3036, 295, 300, 13369, 13, 51329]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
185,186,67654,666.24,667.94," So from here, all you would do is actually","[51329, 407, 490, 510, 11, 439, 291, 576, 360, 307, 767, 51414]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
186,187,67654,667.94,669.74, find this antiderivative.,"[51414, 915, 341, 2511, 1438, 592, 1166, 13, 51504]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
187,188,67654,669.74,672.0400000000001, And then you would have to make the right kind of substitution,"[51504, 400, 550, 291, 576, 362, 281, 652, 264, 558, 733, 295, 35827, 51619]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
188,189,67654,672.0400000000001,672.94, in terms of theta.,"[51619, 294, 2115, 295, 9725, 13, 51664]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
189,190,67654,672.94,676.5400000000001," We want to know how do we find that, do that substitution.","[51664, 492, 528, 281, 458, 577, 360, 321, 915, 300, 11, 360, 300, 35827, 13, 51844]",0.0,-0.10475633012143191,1.8601398601398602,0.0002591356460470706,
190,191,70614,676.54,679.8399999999999, So the triangle is going to come from the following thing.,"[50364, 407, 264, 13369, 307, 516, 281, 808, 490, 264, 3480, 551, 13, 50529]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
191,192,70614,679.8399999999999,686.74," We know x minus 4, again, is square root of 15 secant theta.","[50529, 492, 458, 2031, 3175, 1017, 11, 797, 11, 307, 3732, 5593, 295, 2119, 907, 394, 9725, 13, 50874]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
192,193,70614,686.74,688.9399999999999, So I'm going to make this theta.,"[50874, 407, 286, 478, 516, 281, 652, 341, 9725, 13, 50984]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
193,194,70614,688.9399999999999,691.8399999999999," Secant theta, well, it's 1 over cosine theta.","[50984, 3306, 394, 9725, 11, 731, 11, 309, 311, 502, 670, 23565, 9725, 13, 51129]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
194,195,70614,691.8399999999999,694.04, Cosine is adjacent over hypotenuse.,"[51129, 15855, 533, 307, 24441, 670, 7420, 21990, 438, 13, 51239]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
195,196,70614,694.04,698.14, So secant is hypotenuse over adjacent.,"[51239, 407, 907, 394, 307, 7420, 21990, 438, 670, 24441, 13, 51444]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
196,197,70614,698.14,699.74, That's the relationship.,"[51444, 663, 311, 264, 2480, 13, 51524]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
197,198,70614,699.74,703.8399999999999, So x minus 4 over 15 is equal to the hypotenuse,"[51524, 407, 2031, 3175, 1017, 670, 2119, 307, 2681, 281, 264, 7420, 21990, 438, 51729]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
198,199,70614,703.8399999999999,706.14, over the adjacent.,"[51729, 670, 264, 24441, 13, 51844]",0.0,-0.08246060620461192,1.7548076923076923,0.0001586592843523249,
199,200,73564,706.14,707.24, Did I square root?,"[50364, 2589, 286, 3732, 5593, 30, 50419]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
200,201,73564,707.24,709.54," Sorry, square root.","[50419, 4919, 11, 3732, 5593, 13, 50534]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
201,202,73564,709.54,712.9399999999999, So the hypotenuse is x minus 4.,"[50534, 407, 264, 7420, 21990, 438, 307, 2031, 3175, 1017, 13, 50704]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
202,203,73564,712.9399999999999,715.4399999999999, The adjacent is square root of 15.,"[50704, 440, 24441, 307, 3732, 5593, 295, 2119, 13, 50829]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
203,204,73564,715.4399999999999,718.84, And then now I can fill in the opposite by Pythagorean theorem.,"[50829, 400, 550, 586, 286, 393, 2836, 294, 264, 6182, 538, 9953, 392, 559, 25885, 20904, 13, 50999]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
204,205,73564,718.84,722.9399999999999," I just take this squared, and I subtract this squared,","[50999, 286, 445, 747, 341, 8889, 11, 293, 286, 16390, 341, 8889, 11, 51204]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
205,206,73564,722.9399999999999,724.54, and then I take the square root.,"[51204, 293, 550, 286, 747, 264, 3732, 5593, 13, 51284]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
206,207,73564,724.54,731.9399999999999, So I get the square root of x minus 4 squared minus 15.,"[51284, 407, 286, 483, 264, 3732, 5593, 295, 2031, 3175, 1017, 8889, 3175, 2119, 13, 51654]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
207,208,73564,731.9399999999999,733.84," So whatever I have in terms of theta,","[51654, 407, 2035, 286, 362, 294, 2115, 295, 9725, 11, 51749]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
208,209,73564,733.84,735.64, I just look at this triangle.,"[51749, 286, 445, 574, 412, 341, 13369, 13, 51839]",0.0,-0.10073060715763733,1.8142857142857143,8.412065653828904e-05,
209,210,76274,735.64,739.14," If I had in my answer sine theta,","[50364, 759, 286, 632, 294, 452, 1867, 18609, 9725, 11, 50539]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
210,211,76274,739.14,742.84, I would replace sine theta by this square root,"[50539, 286, 576, 7406, 18609, 9725, 538, 341, 3732, 5593, 50724]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
211,212,76274,742.84,746.04," divided by x minus 4, because that's what sine theta is.","[50724, 6666, 538, 2031, 3175, 1017, 11, 570, 300, 311, 437, 18609, 9725, 307, 13, 50884]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
212,213,76274,746.04,748.4399999999999, And so from that's how I finish this type of problem always.,"[50884, 400, 370, 490, 300, 311, 577, 286, 2413, 341, 2010, 295, 1154, 1009, 13, 51004]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
213,214,76274,748.4399999999999,751.74," I want to have a picture of this triangle label a theta,","[51004, 286, 528, 281, 362, 257, 3036, 295, 341, 13369, 7645, 257, 9725, 11, 51169]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
214,215,76274,751.74,754.84," use my substitution to give me what the two of the sides are,","[51169, 764, 452, 35827, 281, 976, 385, 437, 264, 732, 295, 264, 4881, 366, 11, 51324]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
215,216,76274,754.84,757.34, use the Pythagorean theorem to get the third side.,"[51324, 764, 264, 9953, 392, 559, 25885, 20904, 281, 483, 264, 2636, 1252, 13, 51449]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
216,217,76274,757.34,758.74, So that's the strategy.,"[51449, 407, 300, 311, 264, 5206, 13, 51519]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
217,218,76274,758.74,760.14, So let's go back and just remind ourselves,"[51519, 407, 718, 311, 352, 646, 293, 445, 4160, 4175, 51589]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
218,219,76274,760.14,760.9399999999999, where we came from.,"[51589, 689, 321, 1361, 490, 13, 51629]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
219,220,76274,760.9399999999999,762.74, We're going to go all the way to the other side.,"[51629, 492, 434, 516, 281, 352, 439, 264, 636, 281, 264, 661, 1252, 13, 51719]",0.0,-0.09615241876848928,1.7084745762711864,0.00018638430628925562,
220,221,79214,762.74,765.64," This was a long, long problem.","[50364, 639, 390, 257, 938, 11, 938, 1154, 13, 50509]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
221,222,79214,765.64,767.54, So what did we do in this problem?,"[50509, 407, 437, 630, 321, 360, 294, 341, 1154, 30, 50604]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
222,223,79214,767.54,770.54, I wanted us to find an antiderivative of something.,"[50604, 286, 1415, 505, 281, 915, 364, 2511, 1438, 592, 1166, 295, 746, 13, 50754]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
223,224,79214,770.54,774.84, And right away we can't use partial fractions,"[50754, 400, 558, 1314, 321, 393, 380, 764, 14641, 36058, 50969]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
224,225,79214,774.84,777.34, because we can't factor out an x here.,"[50969, 570, 321, 393, 380, 5952, 484, 364, 2031, 510, 13, 51094]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
225,226,79214,777.34,780.74, So I'm forced to use completing the square.,"[51094, 407, 286, 478, 7579, 281, 764, 19472, 264, 3732, 13, 51264]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
226,227,79214,780.74,782.64, So I completed the square first.,"[51264, 407, 286, 7365, 264, 3732, 700, 13, 51359]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
227,228,79214,782.64,785.84, That was a little algebra that I had to do first.,"[51359, 663, 390, 257, 707, 21989, 300, 286, 632, 281, 360, 700, 13, 51519]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
228,229,79214,785.84,787.64," Then once I have that little bit of algebra,","[51519, 1396, 1564, 286, 362, 300, 707, 857, 295, 21989, 11, 51609]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
229,230,79214,787.64,789.94, I get into a situation where I'm set up,"[51609, 286, 483, 666, 257, 2590, 689, 286, 478, 992, 493, 51724]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
230,231,79214,789.94,792.14, for a trig substitution.,"[51724, 337, 257, 35386, 35827, 13, 51834]",0.0,-0.07699221630734722,1.71484375,0.0004998515942133963,
231,232,82014,792.14,795.34, So then I had to start off and do some trig substituting.,"[50364, 407, 550, 286, 632, 281, 722, 766, 293, 360, 512, 35386, 26441, 10861, 13, 50524]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
232,233,82014,795.34,798.34, And the things you have to do to make a trig substitution work,"[50524, 400, 264, 721, 291, 362, 281, 360, 281, 652, 257, 35386, 35827, 589, 50674]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
233,234,82014,798.34,801.4399999999999," are pick the right substitution that makes sense,","[50674, 366, 1888, 264, 558, 35827, 300, 1669, 2020, 11, 50829]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
234,235,82014,801.4399999999999,802.74, which you were given that in class.,"[50829, 597, 291, 645, 2212, 300, 294, 1508, 13, 50894]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
235,236,82014,802.74,805.34, You can also figure it out from a triangle picture,"[50894, 509, 393, 611, 2573, 309, 484, 490, 257, 13369, 3036, 51024]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
236,237,82014,805.34,806.74, if you wanted to.,"[51024, 498, 291, 1415, 281, 13, 51094]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
237,238,82014,806.74,808.24, And then you have to make sure you substitute,"[51094, 400, 550, 291, 362, 281, 652, 988, 291, 15802, 51169]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
238,239,82014,808.24,810.54," not just for the expression, the function of x,","[51169, 406, 445, 337, 264, 6114, 11, 264, 2445, 295, 2031, 11, 51284]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
239,240,82014,810.54,812.24, but also the dx.,"[51284, 457, 611, 264, 30017, 13, 51369]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
240,241,82014,812.24,815.34," So we did all that, and then we came over further,","[51369, 407, 321, 630, 439, 300, 11, 293, 550, 321, 1361, 670, 3052, 11, 51524]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
241,242,82014,815.34,817.9399999999999," further, further, further, further here.","[51524, 3052, 11, 3052, 11, 3052, 11, 3052, 510, 13, 51654]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
242,243,82014,817.9399999999999,820.14, And we had everything in terms of theta.,"[51654, 400, 321, 632, 1203, 294, 2115, 295, 9725, 13, 51764]",0.0,-0.09574999411900838,1.901098901098901,6.767864397261292e-05,
243,244,84430,820.14,824.4399999999999, So then we had all these trigonometric functions of theta.,"[50364, 407, 550, 321, 632, 439, 613, 35386, 266, 29470, 6828, 295, 9725, 13, 50579]",0.0,-0.10740103149736249,1.6336206896551724,3.2688873034203425e-05,
